--Move Updates--
Made Swords Dance have 20 PP
Made Vine Whip have 45 power and 25 PP
Made Pin Missile have 25 power and 95% accuracy
Made Flamethrower have 90 power
Made Hydro Pump have 110 power
Made Surf have 90 power
Made Ice Beam have 90 power
Made Blizzard have 110 power
Made Growth have 20 PP
Made Thunderbolt have 90 power
Made Thunder have 110 power
Made Minimize have 10 PP
Made Barrier have 20 PP
Made Lick have 30 power
Made Smog have 30 power
Made Fire Blast have 110 power
Made Skull Bash have 130 power and 10 PP
Made Glare have 100% accuracy
Made Poison Gas have 90% accuracy
Made Bubble have 40 power
Made Psywave have 100% accuracy
Made Acid Armor have 20 PP
Made Crabhammer have 100 power
Made Thief have 60 power and 25 PP
Made Snore have 50 power
Made Fury Cutter have 40 power
Made Future Sight have 120 power
Made Heat Wave have 95 power
Made Will-O-Wisp have 85% accuracy
Made SmellingSalt have 70 power
Made Knock Off have 65 power
Made Meteor Mash have 90 power and 90% accuracy
Made Air Cutter have 60 power
Made Overheat have 130 power
Made Rock Tomb have 60 power, 15 PP and 95% accuracy
Made Extrasensory have 20 PP
Made Muddy Water have 90 power
Made Covet have 25 PP
Made Wake-Up Slap have 70 power
Made Tailwind have 15 PP
Made Assurance have 60 power
Made Psycho Shift have 100% accuracy
Made Aura Sphere have 80 power
Made Air Slash have 15 PP
Made Dragon Pulse have 85 power
Made Power Gem have 80 power
Made Energy Ball have 90 power
Made Draco Meteor have 130 power
Made Leaf Storm have 130 power
Made Gunk Shot have 80% accuracy
Made Chatter have 65 power
Made Magma Storm have 100 power
Made Storm Throw have 60 power
Made Synchronoise have 120 power
Made Low Sweep have 65 power
Made Hex have 65 power
Made Incinerate have 60 power
Made Water Pledge have 80 power
Made Fire Pledge have 80 power
Made Grass Pledge have 80 power
Made Struggle Bug have 50 power
Made Frost Breath have 45 power
Made Sacred Sword have 15 PP
Made Hurricane have 110 power
Made Techno Blast have 120 power

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
070 Weepinbell : Smog at level 1, Cotton Guard at level 1, Peck at level 1, Mega Drain at level 7, Poison Fang at level 11, Venoshock at level 13, Stomp at level 15, Seed Bomb at level 17, Sludge Bomb at level 23, Petal Dance at level 27, SolarBeam at level 29, Synthesis at level 35, Gunk Shot at level 39, Leech Seed at level 41, Frenzy Plant at level 47
071 Victreebel : Razor Leaf at level 1, Grass Pledge at level 1, Seed Bomb at level 1, Coil at level 1, Sludge Wave at level 1, Petal Dance at level 1, Frenzy Plant at level 1, Acid Armor at level 27, Aromatherapy at level 47, Toxic at level 47
072 Tentacool  : Poison Sting at level 1, Aqua Ring at level 5, Acid at level 8, Clear Smog at level 12, Octazooka at level 15, Water Sport at level 19, Chatter at level 22, Cross Poison at level 26, Final Gambit at level 29, Withdraw at level 33, SmellingSalt at level 36, Scald at level 40, Water Pledge at level 43, Sludge Bomb at level 47, Synchronoise at level 50, Water Spout at level 54
073 Tentacruel : Water Sport at level 1, Gastro Acid at level 1, Poison Sting at level 1, Work Up at level 5, Smog at level 8, Aqua Jet at level 12, Acid Spray at level 15, Poison Fang at level 19, Chatter at level 22, Poison Jab at level 26, Hyper Fang at level 29, Scald at level 34, Sludge Wave at level 38, Crabhammer at level 43, Jump Kick at level 47, Poison Gas at level 52, Hydro Pump at level 56, Hydro Cannon at level 61
074 Geodude    : Spikes at level 1, Sand Tomb at level 1, Smack Down at level 4, Rock Throw at level 8, Wide Guard at level 11, AncientPower at level 15, Rock Tomb at level 18, Bulldoze at level 22, Bone Rush at level 25, Power Gem at level 29, Stone Edge at level 32, Rock Polish at level 36, Rock Wrecker at level 39, Sandstorm at level 43, Head Smash at level 46, Hyper Beam at level 50
075 Graveler   : Leer at level 1, Rollout at level 1, Smack Down at level 1, Acrobatics at level 1, Mud Shot at level 4, Bulldoze at level 8, Rock Tomb at level 11, Swift at level 15, PoisonPowder at level 18, Bone Club at level 22, Rock Blast at level 27, Drill Run at level 31, Bonemerang at level 36, Earthquake at level 42, Stone Edge at level 47, Megahorn at level 53, Head Smash at level 58, Charm at level 64
076 Golem      : Sand Tomb at level 1, Shadow Sneak at level 1, Rock Throw at level 1, Smack Down at level 1, Bulldoze at level 4, Rock Tomb at level 8, Heart Stamp at level 11, Rock Slide at level 15, Rock Blast at level 18, Stealth Rock at level 22, Drill Run at level 27, Sandstorm at level 31, Dig at level 36, Power Gem at level 42, Leaf Blade at level 47, Bonemerang at level 53, Mud Sport at level 58, Rock Wrecker at level 64, Head Smash at level 69
077 Ponyta     : Echoed Voice at level 1, Quick Attack at level 1, Flame Charge at level 4, Fire Fang at level 9, Fiery Dance at level 13, Lava Plume at level 17, Searing Shot at level 21, Inferno at level 25, Leech Seed at level 29, Judgment at level 33, Fusion Flare at level 37, Techno Blast at level 41, Blast Burn at level 45, Eruption at level 49
078 Rapidash   : Ember at level 1, Swallow at level 1, Flame Charge at level 1, Weather Ball at level 1, Torment at level 1, Comet Punch at level 1, Shock Wave at level 4, Crush Claw at level 9, Lava Plume at level 13, Fire Pledge at level 17, Fiery Dance at level 21, Sacred Fire at level 25, Fusion Flare at level 29, Inferno at level 33, Sweet Scent at level 37, Attract at level 40, Magma Storm at level 41, Imprison at level 45, Fire Blast at level 49
079 Slowpoke   : Water Pulse at level 1, Imprison at level 1, Luster Purge at level 1, Water Sport at level 5, Razor Shell at level 9, Psywave at level 14, Calm Mind at level 19, Scald at level 23, Water Pledge at level 28, Dual Chop at level 32, Aqua Tail at level 36, Crabhammer at level 41, Hydro Pump at level 45, Soak at level 49, Synchronoise at level 54, Hydro Cannon at level 58
080 Slowbro    : Cosmic Power at level 1, Clamp at level 1, Water Sport at level 1, Sand Tomb at level 1, Aerial Ace at level 5, BubbleBeam at level 9, Heal Pulse at level 14, Guillotine at level 19, Brine at level 23, Luster Purge at level 28, Psycho Cut at level 32, Razor Shell at level 36, Scald at level 37, Recycle at level 43, Psyshock at level 49, Power Split at level 55, Aqua Tail at level 62, Crabhammer at level 68
081 Magnemite  : Bullet Punch at level 1, ThunderShock at level 4, Charge Beam at level 7, Electroweb at level 11, Thunder Fang at level 15, ThunderPunch at level 18, Metal Sound at level 21, Discharge at level 25, Flash Cannon at level 29, Gyro Ball at level 32, Focus Energy at level 35, Grass Pledge at level 39, Thunderbolt at level 43, Shift Gear at level 46, Glare at level 49, Iron Tail at level 53, Bolt Strike at level 57
082 Magneton   : Echoed Voice at level 1, Metal Sound at level 1, Covet at level 1, Shock Wave at level 1, Mirror Shot at level 1, Spark at level 4, Thunder Fang at level 7, Headbutt at level 11, Volt Switch at level 15, Charge at level 18, Iron Head at level 21, Wild Charge at level 25, Thunderbolt at level 29, Electro Ball at level 34, Zap Cannon at level 39, Bolt Strike at level 45, Hyper Beam at level 51, Thunder Wave at level 56, Heavy Slam at level 62, Sand-Attack at level 67, Psycho Shift at level 73
083 Farfetch'd : Heal Order at level 1, Peck at level 1, Aqua Jet at level 1, Grass Knot at level 1, Barrage at level 1, Weather Ball at level 7, Electroweb at level 9, Air Cutter at level 13, Tailwind at level 19, Work Up at level 21, Sky Drop at level 25, Spike Cannon at level 31, Supersonic at level 33, Tri Attack at level 37, Bounce at level 43, Thunder at level 45, Synchronoise at level 49, Sky Attack at level 55
084 Doduo      : Mirror Move at level 1, Tackle at level 1, Razor Leaf at level 5, Acrobatics at level 10, Air Cutter at level 14, Chatter at level 19, Slash at level 23, Air Slash at level 28, Drill Peck at level 32, Aeroblast at level 37, Recover at level 41, Hurricane at level 46, Frustration at level 50
085 Dodrio     : Weather Ball at level 1, Endeavor at level 1, Acrobatics at level 1, Wing Attack at level 1, Sky Drop at level 1, Pluck at level 5, Mirror Move at level 10, Slash at level 14, Air Slash at level 19, Fiery Dance at level 23, Hurricane at level 28, Thrash at level 34, FeatherDance at level 41, Mimic at level 47, Brave Bird at level 54, Sky Attack at level 60
086 Seel       : Pound at level 1, Powder Snow at level 3, Acrobatics at level 7, Pluck at level 11, Water Pulse at level 13, Chatter at level 17, Brine at level 21, BubbleBeam at level 23, Double Hit at level 27, Razor Shell at level 31, Hyper Fang at level 33, Aqua Tail at level 37, Crabhammer at level 41, Water Spout at level 43, Hydro Cannon at level 47, Selfdestruct at level 51, Withdraw at level 53
087 Dewgong    : Ice Ball at level 1, Hail at level 1, Aqua Jet at level 1, Heart Stamp at level 1, Sheer Cold at level 3, Air Cutter at level 7, Brine at level 11, Aurora Beam at level 13, Withdraw at level 17, Water Pledge at level 21, Aqua Ring at level 23, Water Sport at level 27, Muddy Water at level 31, Haze at level 33, Ice Beam at level 34, Aqua Tail at level 39, Soak at level 45, Mist at level 49, Hydro Pump at level 55, Freeze Shock at level 61, Hydro Cannon at level 65
088 Grimer     : Sing at level 1, Poison Sting at level 1, Rage at level 4, Recycle at level 7, Fury Attack at level 12, Clear Smog at level 15, Leaf Tornado at level 18, Sludge at level 21, Venoshock at level 26, Slash at level 29, Drain Punch at level 32, Sludge Bomb at level 37, Sludge Wave at level 40, Gunk Shot at level 43, Psywave at level 48
089 Muk        : Rapid Spin at level 1, Smog at level 1, Acid Spray at level 1, Clear Smog at level 1, Poison Fang at level 4, Acid Armor at level 7, Cross Poison at level 12, Poison Jab at level 15, Coil at level 18, FeatherDance at level 21, Flamethrower at level 26, Sludge Bomb at level 29, Horn Drill at level 32, Heat Wave at level 37, Gunk Shot at level 43, Imprison at level 49, Skull Bash at level 57
090 Shellder   : Bind at level 1, Whirlpool at level 4, Water Gun at level 8, Aqua Jet at level 13, Water Pulse at level 16, Sky Drop at level 20, Brine at level 25, Withdraw at level 28, BubbleBeam at level 32, Water Pledge at level 37, Scald at level 40, Razor Wind at level 44, Crabhammer at level 49, Water Spout at level 52, Hydro Cannon at level 56, Fissure at level 61
091 Cloyster   : Water Gun at level 1, Water Pulse at level 1, Metal Burst at level 1, Ice Punch at level 1, Icicle Crash at level 1, Muddy Water at level 13, Soak at level 28, Hydro Cannon at level 52
092 Gastly     : Astonish at level 1, Lick at level 1, Shadow Sneak at level 5, Clear Smog at level 8, Poison Tail at level 12, Confuse Ray at level 15, Entrainment at level 19, Refresh at level 22, Shadow Punch at level 26, Night Shade at level 29, Hex at level 33, Venoshock at level 36, Poison Jab at level 40, Scald at level 43, Gunk Shot at level 47
093 Haunter    : Smog at level 1, Acid at level 1, Poison Tail at level 1, Shadow Punch at level 5, Toxic at level 8, Hex at level 12, Sludge at level 15, Shadow Claw at level 19, Slash at level 22, Headbutt at level 25, Aura Sphere at level 28, Nightmare at level 33, Shadow Ball at level 39, Brave Bird at level 44, Spite at level 50, Gunk Shot at level 55, Destiny Bond at level 61
094 Gengar     : Smog at level 1, Grudge at level 1, Astonish at level 1, Confuse Ray at level 5, Shadow Sneak at level 8, Venoshock at level 12, Hex at level 15, Toxic Spikes at level 19, Nightmare at level 22, Sludge at level 25, Shadow Claw at level 28, Facade at level 33, Poison Jab at level 39, Tri Attack at level 44, Sludge Bomb at level 50, DynamicPunch at level 55, Shadow Force at level 61
095 Onix       : Sand-Attack at level 1, Smack Down at level 1, Sandstorm at level 1, Rock Throw at level 1, Payback at level 4, Rock Tomb at level 7, Stealth Rock at level 10, AncientPower at level 13, Wide Guard at level 16, Rock Slide at level 19, Rock Blast at level 22, Tail Slap at level 25, Drill Run at level 28, Power Gem at level 31, Earth Power at level 34, Earthquake at level 37, Rock Polish at level 40, Stone Edge at level 43, Rock Wrecker at level 46, Fissure at level 49, Head Smash at level 52
096 Drowzee    : Payback at level 1, Covet at level 1, Heart Swap at level 5, Spike Cannon at level 9, Facade at level 13, Power Split at level 17, Slam at level 21, Amnesia at level 25, Earth Power at level 29, Psychic at level 33, Meditate at level 37, Guard Swap at level 41, Refresh at level 45, Mirror Coat at level 49, Psystrike at level 53, Skull Bash at level 57, Howl at level 61
097 Hypno      : Sweet Scent at level 1, ViceGrip at level 1, Beat Up at level 1, Lunar Dance at level 1, Hypnosis at level 1, Acrobatics at level 1, Electroweb at level 5, Guard Swap at level 9, Lovely Kiss at level 13, Mist Ball at level 17, Psycho Cut at level 21, Relic Song at level 25, Metronome at level 29, Magic Room at level 33, Psychic at level 37, Magma Storm at level 41, Heal Pulse at level 45, Power Split at level 49, Psycho Boost at level 53, Calm Mind at level 57, Telekinesis at level 61
098 Krabby     : Water Pulse at level 1, Octazooka at level 1, Horn Attack at level 5, Psych Up at level 9, Razor Shell at level 11, Scald at level 15, Aqua Tail at level 19, Muddy Water at level 21, Crabhammer at level 25, Hydro Pump at level 29, Embargo at level 31, Water Spout at level 35, Hydro Cannon at level 39, Tail Whip at level 41, Rain Dance at level 45
099 Kingler    : Clamp at level 1, Roar at level 1, Whirlpool at level 1, Aqua Jet at level 1, Water Gun at level 1, Water Pulse at level 5, BubbleBeam at level 9, Razor Shell at level 11, Attract at level 15, Water Pledge at level 19, Power Gem at level 21, Hyper Fang at level 25, Muddy Water at level 32, Aqua Tail at level 37, Crabhammer at level 44, Counter at level 51, Water Spout at level 56, Hydro Cannon at level 63
100 Voltorb    : ThunderShock at level 1, Simple Beam at level 5, Thunder Wave at level 8, Shock Wave at level 12, Thunder Fang at level 15, Ice Punch at level 19, ThunderPunch at level 22, Icicle Crash at level 26, Rage Powder at level 29, Thunderbolt at level 33, Volt Tackle at level 36, Belly Drum at level 40, Zap Cannon at level 43, Megahorn at level 47, Techno Blast at level 50
101 Electrode  : Electro Ball at level 1, ThunderShock at level 1, Charge Beam at level 1, Spike Cannon at level 1, Thunder Wave at level 5, Spark at level 8, Thunder Fang at level 12, Volt Switch at level 15, Slash at level 19, Trump Card at level 22, Razor Wind at level 26, Discharge at level 29, Thunderbolt at level 35, Wild Charge at level 40, Safeguard at level 46, Thunder at level 51, Volt Tackle at level 57, Bolt Strike at level 62
102 Exeggcute  : Confusion at level 1, Luster Purge at level 1, Facade at level 1, Horn Leech at level 7, Razor Wind at level 11, Leaf Blade at level 17, Ingrain at level 19, Cotton Guard at level 21, Guard Split at level 23, Telekinesis at level 27, Psystrike at level 33, Teleport at level 37, SolarBeam at level 43, Wood Hammer at level 47, Frenzy Plant at level 53
103 Exeggutor  : Absorb at level 1, Karate Chop at level 1, Heart Stamp at level 1, Magical Leaf at level 1, Crush Claw at level 1, Grass Pledge at level 17, Petal Dance at level 27, Leaf Storm at level 37, Giga Impact at level 47
104 Cubone     : Mud-Slap at level 1, Magnitude at level 3, Sand Tomb at level 7, Mud Sport at level 11, Icy Wind at level 13, Spikes at level 17, Bulldoze at level 21, Mud Bomb at level 23, Slash at level 27, Bone Rush at level 31, Fissure at level 33, Dig at level 37, Drill Run at level 41, Zen Headbutt at level 43, Bonemerang at level 47
105 Marowak    : Sand Tomb at level 1, Barrage at level 1, Heal Pulse at level 1, Mud Shot at level 1, Bone Club at level 3, Bone Rush at level 7, Hyper Fang at level 11, Drill Run at level 13, Memento at level 17, Dig at level 21, Energy Ball at level 23, Earth Power at level 27, Spikes at level 33, Simple Beam at level 37, Magnitude at level 43, Bonemerang at level 49, Earthquake at level 53, Last Resort at level 59
106 Hitmonlee  : Mach Punch at level 1, Revenge at level 1, Wake-Up Slap at level 5, Aura Sphere at level 9, Double Team at level 13, Secret Sword at level 17, Protect at level 21, DynamicPunch at level 25, Simple Beam at level 29, Jump Kick at level 33, Final Gambit at level 37, Cross Chop at level 41, Counter at level 45, Hammer Arm at level 49, Close Combat at level 53, Superpower at level 57, Focus Blast at level 61
107 Hitmonchan : Crush Grip at level 1, False Swipe at level 1, Quick Guard at level 6, Rock Polish at level 11, Karate Chop at level 16, Double Kick at level 16, Force Palm at level 21, Morning Sun at level 26, Storm Throw at level 31, Revenge at level 36, Brick Break at level 36, Tri Attack at level 36, Aura Sphere at level 41, Secret Sword at level 46, Cross Chop at level 51, DynamicPunch at level 56, Hammer Arm at level 61, Close Combat at level 66
108 Lickitung  : Bind at level 1, Conversion at level 5, Pay Day at level 9, Tackle at level 13, Dizzy Punch at level 17, Recover at level 21, Meditate at level 25, Sketch at level 29, Secret Power at level 33, Copycat at level 37, ExtremeSpeed at level 41, Sleep Talk at level 45, Swallow at level 49, Inferno at level 53, Selfdestruct at level 57
109 Koffing    : Toxic at level 1, Poison Sting at level 1, Bind at level 4, Clear Smog at level 7, Poison Tail at level 12, Sludge at level 15, Facade at level 18, PoisonPowder at level 23, Aura Sphere at level 26, Sky Uppercut at level 29, Coil at level 34, Sludge Bomb at level 37, Sludge Wave at level 40, Gunk Shot at level 45
110 Weezing    : Rapid Spin at level 1, Smog at level 1, Scary Face at level 1, Fake Out at level 1, Acid at level 4, Sludge at level 7, Venoshock at level 12, Gastro Acid at level 15, Chip Away at level 18, Retaliate at level 23, Cross Poison at level 26, Poison Jab at level 29, Sludge Wave at level 34, Egg Bomb at level 40, Gunk Shot at level 46, Thrash at level 54
111 Rhyhorn    : Mud-Slap at level 1, Rollout at level 1, Smack Down at level 8, Sand-Attack at level 12, Swagger at level 19, Mud Shot at level 23, Harden at level 30, Bide at level 34, Present at level 41, Rock Tomb at level 45, Bulldoze at level 52, Earth Power at level 56, Bonemerang at level 63, Rock Polish at level 67
112 Rhydon     : Mud-Slap at level 1, Rock Throw at level 1, Fissure at level 1, Mud Shot at level 1, Bulldoze at level 9, AncientPower at level 12, Drill Run at level 19, Power Gem at level 23, Mud Sport at level 30, Dig at level 34, Stealth Rock at level 41, Sand-Attack at level 42, Earth Power at level 47, Bonemerang at level 56, Stone Edge at level 62, Present at level 71, Rock Wrecker at level 77
113 Chansey    : Slack Off at level 1, Feint at level 1, Acid at level 1, Focus Energy at level 5, Echoed Voice at level 9, Slash at level 12, Double Hit at level 16, Whirlwind at level 20, Heal Bell at level 23, Shadow Ball at level 27, Captivate at level 31, Head Charge at level 34, Swagger at level 38, Superpower at level 42, Spider Web at level 46, Mega Kick at level 50, Overheat at level 54
114 Tangela    : GrassWhistle at level 1, Absorb at level 1, Ember at level 4, Synthesis at level 7, Magical Leaf at level 10, Conversion at level 14, Leech Seed at level 17, Signal Beam at level 20, Horn Drill at level 23, Grass Pledge at level 27, Scary Face at level 30, Leaf Blade at level 33, Splash at level 36, Seed Flare at level 40, SolarBeam at level 43, Petal Dance at level 46, Entrainment at level 49, Grass Knot at level 53
115 Kangaskhan : Scratch at level 1, Barrage at level 1, Tackle at level 7, Endeavor at level 10, Defense Curl at level 13, Beat Up at level 19, Flame Burst at level 22, Chip Away at level 25, Charm at level 31, Crush Claw at level 34, Baton Pass at level 37, Mega Kick at level 43, Head Charge at level 46, Skull Bash at level 49, Hyper Beam at level 55
